"transaction_id","transaction_customer_id","demographics_customer_id","first_name","last_name","gender","DOB","job_title","job_industry_category","wealth_segment","tenure","address_customer_id","address","postcode","state","country","product_first_sold_date","product_id","online_order","order_status","brand","product_line","product_class","product_size","transaction_date","list_price","standard_cost"
"13941","558","","","","","","","","","","558","6 Eggendart Circle","3016","Victoria","Australia","2011-05-09","44","No","Approved","WeareA2B","Standard","medium","medium","2017-05-01","1769.64","108.76"
"13943","2188","","","","","","","","","","2188","67 Carioca Road","4211","Queensland","Australia","2015-10-18","58","No","Approved","OHM Cycles","Standard","medium","medium","2017-06-18","912.52","141.4"
"13944","578","","","","","","","","","","578","4 Carioca Way","3182","Victoria","Australia","2014-07-28","0","Yes","Approved","Solex","Standard","medium","medium","2017-05-18","441.49","84.99"
"13948","1799","","","","","","","","","","1799","023 Thackeray Lane","2070","New South Wales","Australia","1993-07-20","59","Yes","Approved","Solex","Standard","medium","large","2017-11-01","1061.56","733.58"
"13950","1746","","","","","","","","","","1746","6 Forest Dale Parkway","4017","Queensland","Australia","2016-07-09","66","Yes","Approved","Solex","Standard","medium","medium","2017-03-07","1163.89","589.27"
"13955","2506","","","","","","","","","","2506","99488 Mccormick Terrace","2207","New South Wales","Australia","2011-03-16","38","Yes","Approved","Solex","Standard","medium","medium","2017-09-15","1577.53","826.51"
"13957","1806","","","","","","","","","","1806","507 Onsgard Place","4701","Queensland","Australia","2012-06-04","49","No","Approved","Trek Bicycles","Road","medium","medium","2017-03-14","533.51","400.13"
"13959","1583","","","","","","","","","","1583","277 Lindbergh Alley","2100","New South Wales","Australia","2016-11-14","1","Yes","Approved","Giant Bicycles","Standard","medium","medium","2017-01-15","1403.5","954.82"
"13960","321","","","","","","","","","","321","41 Spaight Road","4503","Queensland","Australia","2003-03-18","4","No","Approved","Giant Bicycles","Standard","high","medium","2017-07-11","1129.13","677.48"
"13966","3411","","","","","","","","","","3411","7181 Dakota Trail","3029","Victoria","Australia","1993-06-23","60","Yes","Approved","Giant Bicycles","Standard","high","small","2017-08-27","1977.36","1759.85"
"13967","3088","","","","","","","","","","3088","5 Lotheville Parkway","2760","New South Wales","Australia","1998-12-16","80","No","Approved","OHM Cycles","Touring","low","medium","2017-09-25","1073.07","933.84"
"13969","1574","","","","","","","","","","1574","996 Morning Parkway","2119","New South Wales","Australia","2005-12-07","9","Yes","Approved","OHM Cycles","Road","medium","medium","2017-05-21","742.54","667.4"
"13971","2594","","","","","","","","","","2594","3 Pennsylvania Terrace","2197","New South Wales","Australia","2011-03-16","38","Yes","Approved","Solex","Standard","medium","medium","2017-04-03","1577.53","826.51"
"13972","1473","","","","","","","","","","1473","25607 Summer Ridge Way","2448","New South Wales","Australia","1991-08-05","25","No","Approved","Giant Bicycles","Road","medium","medium","2017-04-22","1538.99","829.65"
"13974","381","","","","","","","","","","381","010 Namekagon Parkway","2062","New South Wales","Australia","2011-08-29","5","No","Approved","Trek Bicycles","Mountain","low","medium","2017-05-21","574.64","459.71"
"13979","1048","","","","","","","","","","1048","31111 Hoepker Road","3034","Victoria","Australia","1999-06-23","27","No","Approved","Trek Bicycles","Standard","medium","medium","2017-05-27","499.53","388.72"
"13992","904","","","","","","","","","","904","97 Karstens Place","4226","Queensland","Australia","1993-05-26","82","Yes","Approved","Giant Bicycles","Road","medium","medium","2017-02-04","1538.99","829.65"
"13996","2596","","","","","","","","","","2596","33782 Doe Crossing Terrace","2280","New South Wales","Australia","1999-07-20","36","Yes","Approved","Solex","Standard","low","medium","2017-06-10","945.04","507.58"
"14001","636","","","","","","","","","","636","8 Golf Drive","2747","New South Wales","Australia","2012-09-15","3","No","Approved","Trek Bicycles","Standard","medium","large","2017-10-19","2091.47","388.92"
"14007","633","","","","","","","","","","633","32 Cody Place","4035","Queensland","Australia","2009-03-08","34","Yes","Approved","WeareA2B","Standard","medium","medium","2017-05-17","1231.15","161.6"
"14014","1374","","","","","","","","","","1374","393 Warrior Crossing","3190","Victoria","Australia","2012-09-15","3","No","Approved","Trek Bicycles","Standard","medium","large","2017-11-11","2091.47","388.92"
"14015","1234","","","","","","","","","","1234","3765 Mandrake Alley","2763","New South Wales","Australia","2016-12-06","72","Yes","Approved","Norco Bicycles","Standard","medium","medium","2017-07-02","360.4","270.3"
"14019","2470","","","","","","","","","","2470","6247 Crest Line Terrace","2250","New South Wales","Australia","2004-01-16","98","Yes","Approved","Trek Bicycles","Standard","high","medium","2017-02-28","358.39","215.03"
"14021","2850","","","","","","","","","","2850","70 Shopko Drive","2487","New South Wales","Australia","2000-05-22","70","Yes","Approved","Trek Bicycles","Standard","high","medium","2017-03-12","495.72","297.43"
"14029","1077","","","","","","","","","","1077","12764 Raven Plaza","4020","Queensland","Australia","2004-08-17","11","Yes","Approved","Giant Bicycles","Standard","high","medium","2017-10-15","1274.93","764.96"
"14031","2031","","","","","","","","","","2031","34 3rd Place","3030","Victoria","Australia","2015-08-10","82","Yes","Approved","Norco Bicycles","Standard","high","medium","2017-10-27","1148.64","689.18"
"14032","2508","","","","","","","","","","2508","6220 Sugar Court","2300","New South Wales","Australia","2012-06-04","34","Yes","Approved","Norco Bicycles","Road","high","large","2017-04-08","774.53","464.72"
"14034","3038","","","","","","","","","","3038","42 Arizona Pass","4510","Queensland","Australia","2000-11-03","29","Yes","Approved","WeareA2B","Standard","medium","medium","2017-10-30","1065.03","230.09"
"14035","1853","","","","","","","","","","1853","867 Grim Terrace","3754","Victoria","Australia","1993-04-12","45","No","Approved","Solex","Standard","medium","medium","2017-07-08","441.49","84.99"
"14036","550","","","","","","","","","","550","1949 Pepper Wood Pass","3168","Victoria","Australia","2011-01-10","77","No","Approved","Norco Bicycles","Road","medium","large","2017-06-12","1240.31","795.1"
"14037","67","","","","","","","","","","67","68294 Clarendon Crossing","2230","New South Wales","Australia","2011-03-16","38","Yes","Approved","Solex","Standard","medium","medium","2017-05-13","1577.53","826.51"
"14039","370","","","","","","","","","","370","06324 Michigan Trail","4570","Queensland","Australia","2014-07-28","48","Yes","Approved","WeareA2B","Standard","medium","medium","2017-04-04","1762.96","950.52"
"14041","2300","","","","","","","","","","2300","2 Nova Street","4228","Queensland","Australia","2001-11-25","48","No","Approved","WeareA2B","Standard","medium","medium","2017-08-26","1762.96","950.52"
"14042","1503","","","","","","","","","","1503","75 Hoepker Street","2232","New South Wales","Australia","2003-09-09","42","No","Approved","OHM Cycles","Road","medium","small","2017-05-27","1810.0","1610.9"
"14044","1986","","","","","","","","","","1986","366 International Way","2170","New South Wales","Australia","2013-03-12","18","No","Approved","Solex","Standard","medium","medium","2017-06-29","575.27","431.45"
"14049","2142","","","","","","","","","","2142","75581 Express Center","4503","Queensland","Australia","2015-05-21","65","No","Approved","WeareA2B","Standard","medium","medium","2017-02-20","1807.45","778.69"
"14051","3331","","","","","","","","","","3331","11 Hermina Junction","3219","Victoria","Australia","2010-06-07","39","Yes","Approved","Giant Bicycles","Standard","medium","large","2017-10-01","1812.75","582.48"
"14054","825","","","","","","","","","","825","8640 Village Junction","2066","New South Wales","Australia","1991-07-10","77","Yes","Approved","Norco Bicycles","Road","medium","large","2017-12-16","1240.31","795.1"
"14055","257","","","","","","","","","","257","879 Coolidge Point","2324","New South Wales","Australia","2016-12-06","64","No","Approved","Trek Bicycles","Standard","medium","large","2017-02-11","1469.44","596.55"
"14058","2131","","","","","","","","","","2131","686 Rusk Parkway","2566","New South Wales","Australia","1997-02-09","52","Yes","Approved","OHM Cycles","Road","medium","medium","2017-01-19","1280.28","829.51"
"14066","594","","","","","","","","","","594","25 Novick Center","2010","New South Wales","Australia","1999-06-23","27","No","Approved","Trek Bicycles","Standard","medium","medium","2017-07-24","499.53","388.72"
"14070","1764","","","","","","","","","","1764","12860 Warner Court","3129","Victoria","Australia","2006-10-01","41","Yes","Approved","Solex","Road","medium","medium","2017-08-14","416.98","312.74"
"14072","2237","","","","","","","","","","2237","57 Boyd Avenue","2287","New South Wales","Australia","1991-11-07","2","No","Approved","Solex","Standard","medium","medium","2017-10-04","71.49","53.62"
"14076","277","","","","","","","","","","277","19795 Bultman Circle","4214","Queensland","Australia","2011-03-16","13","No","Approved","Solex","Standard","medium","medium","2017-12-09","1577.53","826.51"
"14077","2946","","","","","","","","","","2946","4 Glendale Crossing","3148","Victoria","Australia","2007-12-11","43","Yes","Approved","Solex","Standard","medium","medium","2017-09-04","1151.96","649.49"
"14083","2226","","","","","","","","","","2226","1 Basil Street","4037","Queensland","Australia","1991-01-21","57","Yes","Approved","WeareA2B","Touring","medium","large","2017-10-07","1890.39","260.14"
"14086","1897","","","","","","","","","","1897","48 Dawn Center","4132","Queensland","Australia","1995-10-24","67","Yes","Approved","Norco Bicycles","Road","medium","medium","2017-02-19","544.05","376.84"
"14088","2465","","","","","","","","","","2465","0 Moulton Plaza","2761","New South Wales","Australia","2012-05-18","57","Yes","Approved","WeareA2B","Touring","medium","large","2017-11-19","1890.39","260.14"
"14090","594","","","","","","","","","","594","25 Novick Center","2010","New South Wales","Australia","2003-01-05","92","No","Approved","WeareA2B","Standard","medium","small","2017-11-14","1415.01","1259.36"
"14092","588","","","","","","","","","","588","62 Cherokee Terrace","2630","New South Wales","Australia","1993-04-20","89","No","Approved","WeareA2B","Touring","medium","large","2017-09-16","1362.99","57.74"
"14094","1026","","","","","","","","","","1026","66 Hudson Crossing","2153","New South Wales","Australia","2010-11-05","66","Yes","Approved","Giant Bicycles","Road","low","small","2017-12-01","590.26","525.33"
"14105","1351","","","","","","","","","","1351","30 Crescent Oaks Point","3564","Victoria","Australia","2002-08-31","10","No","Approved","Solex","Standard","medium","medium","2017-03-29","1945.43","333.18"
"14107","3316","","","","","","","","","","3316","59 Coolidge Hill","2010","New South Wales","Australia","2010-06-07","39","No","Approved","Giant Bicycles","Standard","medium","large","2017-01-14","1812.75","582.48"
"14108","294","","","","","","","","","","294","807 Beilfuss Crossing","3030","Victoria","Australia","1999-07-20","38","No","Approved","Trek Bicycles","Standard","medium","large","2017-05-04","2091.47","388.92"
"14110","2912","","","","","","","","","","2912","7916 Clyde Gallagher Place","2075","New South Wales","Australia","2005-10-22","0","No","Approved","Norco Bicycles","Road","medium","medium","2017-08-05","544.05","376.84"
"14111","868","","","","","","","","","","868","519 Maywood Pass","2768","New South Wales","Australia","2016-07-09","7","Yes","Approved","Trek Bicycles","Road","low","medium","2017-06-20","980.37","234.43"
"14120","864","","","","","","","","","","864","48 Bobwhite Crossing","4122","Queensland","Australia","1999-07-20","90","No","Approved","Solex","Standard","low","medium","2017-01-24","945.04","507.58"
"14123","3055","","","","","","","","","","3055","99142 Eastwood Way","4870","Queensland","Australia","2010-08-20","53","No","Approved","OHM Cycles","Standard","medium","medium","2017-08-06","795.34","101.58"
"14126","2053","","","","","","","","","","2053","896 Helena Parkway","4551","Queensland","Australia","2003-09-09","77","No","Approved","Norco Bicycles","Road","medium","large","2017-02-07","1240.31","795.1"
"14131","144","","","","","","","","","","144","22 Oxford Junction","2315","New South Wales","Australia","1991-07-10","81","Yes","Approved","Norco Bicycles","Standard","medium","small","2017-02-26","586.45","521.94"
"14134","2617","","","","","","","","","","2617","55590 Ridgeview Court","2147","New South Wales","Australia","2000-11-03","29","Yes","Approved","WeareA2B","Standard","medium","medium","2017-03-12","1065.03","230.09"
"14136","2304","","","","","","","","","","2304","54 Annamark Place","2565","New South Wales","Australia","2002-03-22","24","Yes","Approved","Solex","Road","medium","large","2017-12-27","1777.8","820.78"
"14137","1285","","","","","","","","","","1285","3 Blaine Road","4306","Queensland","Australia","2012-09-15","3","Yes","Approved","Trek Bicycles","Standard","medium","large","2017-01-02","2091.47","388.92"
"14138","3319","","","","","","","","","","3319","88389 Schiller Drive","3029","Victoria","Australia","2001-11-25","46","Yes","Approved","Solex","Standard","low","medium","2017-12-08","1289.85","74.51"
"14141","2709","","","","","","","","","","2709","6418 Sachs Trail","2810","New South Wales","Australia","2004-12-18","0","Yes","Cancelled","Trek Bicycles","Road","medium","medium","2017-11-02","290.62","215.14"
"14148","453","","","","","","","","","","453","37093 Manitowish Center","2170","New South Wales","Australia","2016-11-22","0","No","Approved","Norco Bicycles","Road","medium","medium","2017-11-19","543.39","407.54"
"14149","1797","","","","","","","","","","1797","18083 Mallard Drive","3075","Victoria","Australia","1991-07-10","81","No","Approved","Norco Bicycles","Standard","medium","small","2017-11-06","586.45","521.94"
"14152","2673","","","","","","","","","","2673","571 Golf Alley","2650","New South Wales","Australia","2003-01-05","91","Yes","Approved","Solex","Standard","medium","medium","2017-10-01","100.35","75.26"
"14156","1599","","","","","","","","","","1599","2390 Blackbird Point","2035","New South Wales","Australia","1993-07-15","22","No","Approved","WeareA2B","Standard","medium","medium","2017-10-06","60.34","45.26"
"14157","1249","","","","","","","","","","1249","7978 Carberry Way","4817","Queensland","Australia","2009-04-12","54","No","Approved","WeareA2B","Standard","medium","medium","2017-09-15","1292.84","13.44"
"14158","2643","","","","","","","","","","2643","42 Manitowish Hill","4352","Queensland","Australia","2004-12-18","84","No","Approved","Trek Bicycles","Road","medium","medium","2017-01-27","290.62","215.14"
"14159","1678","","","","","","","","","","1678","9175 Ryan Street","2088","New South Wales","Australia","2011-03-16","50","No","Approved","Giant Bicycles","Standard","medium","medium","2017-06-05","642.7","211.37"
"14162","1858","","","","","","","","","","1858","41 Eagan Junction","2570","New South Wales","Australia","2011-08-24","49","Yes","Approved","Solex","Standard","medium","large","2017-12-09","1061.56","733.58"
"14168","273","","","","","","","","","","273","8 Texas Plaza","3081","Victoria","Australia","1999-06-23","27","Yes","Approved","Trek Bicycles","Standard","medium","medium","2017-08-06","499.53","388.72"
"14175","3277","","","","","","","","","","3277","9398 Declaration Circle","2021","New South Wales","Australia","1994-08-10","99","Yes","Approved","OHM Cycles","Standard","medium","medium","2017-06-11","1227.34","770.89"
"14181","2213","","","","","","","","","","2213","152 Larry Alley","2756","New South Wales","Australia","1997-01-25","76","Yes","Approved","WeareA2B","Standard","low","medium","2017-12-15","642.31","513.85"
"14183","490","","","","","","","","","","490","8670 Pine View Street","3070","Victoria","Australia","2002-10-10","96","No","Approved","WeareA2B","Road","low","small","2017-10-17","1172.78","1043.77"
"14195","1976","","","","","","","","","","1976","986 Hollow Ridge Crossing","3821","Victoria","Australia","2011-04-16","8","Yes","Approved","Solex","Road","medium","small","2017-01-27","1703.52","1516.13"
"14202","1140","","","","","","","","","","1140","8587 Graceland Way","2206","New South Wales","Australia","2012-12-02","1","Yes","Approved","Giant Bicycles","Standard","medium","medium","2017-12-24","1403.5","954.82"
"14204","1816","","","","","","","","","","1816","3202 Ridge Oak Alley","4121","Queensland","Australia","2004-09-28","7","Yes","Approved","Trek Bicycles","Road","low","medium","2017-10-11","980.37","234.43"
"14207","680","","","","","","","","","","680","9114 Union Center","2209","New South Wales","Australia","2009-04-12","74","Yes","Approved","WeareA2B","Standard","medium","medium","2017-04-27","1762.96","950.52"
"14215","2988","","","","","","","","","","2988","3206 Debs Point","3071","Victoria","Australia","2005-12-07","15","Yes","Approved","Norco Bicycles","Standard","low","medium","2017-02-12","958.74","748.9"
"14224","1351","","","","","","","","","","1351","30 Crescent Oaks Point","3564","Victoria","Australia","2011-01-10","69","Yes","Approved","Norco Bicycles","Road","medium","large","2017-01-04","1240.31","795.1"
"14227","1220","","","","","","","","","","1220","457 Ryan Road","3218","Victoria","Australia","2004-09-28","45","No","Approved","Trek Bicycles","Road","low","medium","2017-02-04","980.37","234.43"
"14229","3376","","","","","","","","","","3376","7 Charing Cross Hill","2121","New South Wales","Australia","2009-04-12","54","No","Approved","WeareA2B","Standard","medium","medium","2017-08-13","1292.84","13.44"
"14234","2528","","","","","","","","","","2528","3 Myrtle Terrace","4161","Queensland","Australia","2006-05-22","75","No","Approved","Giant Bicycles","Touring","medium","large","2017-12-05","1873.97","863.95"
"14239","1985","","","","","","","","","","1985","27 Dawn Lane","2233","New South Wales","Australia","2008-03-19","34","No","Approved","Norco Bicycles","Road","high","large","2017-11-06","774.53","464.72"
"14247","2455","","","","","","","","","","2455","1556 Sheridan Hill","4165","Queensland","Australia","2003-02-07","6","Yes","Approved","OHM Cycles","Standard","high","medium","2017-08-14","227.88","136.73"
"14249","1921","","","","","","","","","","1921","7230 Montana Place","2777","New South Wales","Australia","1991-07-10","81","No","Approved","Norco Bicycles","Standard","medium","small","2017-11-20","586.45","521.94"
"14251","297","","","","","","","","","","297","1 Drewry Junction","3810","Victoria","Australia","1999-07-20","46","No","Approved","OHM Cycles","Standard","low","medium","2017-02-12","1793.43","248.82"
"14252","223","","","","","","","","","","223","78 Surrey Place","2502","New South Wales","Australia","2007-08-04","11","Yes","Approved","Giant Bicycles","Standard","high","medium","2017-11-08","1274.93","764.96"
"14255","1494","","","","","","","","","","1494","005 Prentice Circle","2307","New South Wales","Australia","2003-08-05","14","Yes","Approved","Trek Bicycles","Standard","medium","small","2017-10-20","1386.84","1234.29"
"14262","1335","","","","","","","","","","1335","4 Sycamore Pass","3977","Victoria","Australia","2009-03-08","13","Yes","Approved","Solex","Standard","medium","medium","2017-03-15","1163.89","589.27"
"14271","2977","","","","","","","","","","2977","0338 Oakridge Crossing","3030","Victoria","Australia","2011-08-29","5","No","Approved","Trek Bicycles","Mountain","low","medium","2017-01-18","574.64","459.71"
"14273","3252","","","","","","","","","","3252","21498 Springs Point","2089","New South Wales","Australia","2006-11-10","0","No","Approved","Trek Bicycles","Standard","medium","medium","2017-12-12","499.53","388.72"
"14275","2750","","","","","","","","","","2750","68730 Hermina Place","3130","Victoria","Australia","2010-11-05","2","Yes","Approved","Giant Bicycles","Road","low","small","2017-02-12","590.26","525.33"
"14277","3018","","","","","","","","","","3018","95 Sutteridge Crossing","2567","New South Wales","Australia","2002-08-31","0","No","Approved","Trek Bicycles","Standard","high","medium","2017-12-11","495.72","297.43"
"14279","3384","","","","","","","","","","3384","59504 Drewry Park","4061","Queensland","Australia","2005-12-07","15","No","Approved","Norco Bicycles","Standard","low","medium","2017-02-05","958.74","748.9"
"14280","3205","","","","","","","","","","3205","378 Maple Pass","2153","New South Wales","Australia","2013-09-16","83","Yes","Approved","Solex","Touring","medium","large","2017-01-03","2083.94","675.03"
"14284","3411","","","","","","","","","","3411","7181 Dakota Trail","3029","Victoria","Australia","2003-09-09","79","Yes","Approved","Norco Bicycles","Standard","medium","medium","2017-01-16","1555.58","818.01"
"14288","963","","","","","","","","","","963","4364 Gale Park","2196","New South Wales","Australia","1994-09-09","21","Yes","Approved","WeareA2B","Touring","medium","medium","2017-09-30","1466.68","363.25"
"14291","2677","","","","","","","","","","2677","336 Fordem Trail","2088","New South Wales","Australia","1992-10-11","33","No","Approved","Giant Bicycles","Standard","medium","small","2017-03-24","1311.44","1167.18"
"14297","548","","","","","","","","","","548","5 Farmco Junction","4127","Queensland","Australia","1993-06-23","92","Yes","Approved","WeareA2B","Touring","medium","large","2017-12-20","1890.39","260.14"
"14308","185","","","","","","","","","","185","3567 Northfield Lane","2430","New South Wales","Australia","1991-07-10","78","Yes","Approved","Giant Bicycles","Standard","medium","large","2017-12-22","1765.3","709.48"
"14313","2919","","","","","","","","","","2919","11 Glendale Court","4121","Queensland","Australia","1992-10-02","54","Yes","Approved","WeareA2B","Standard","medium","medium","2017-03-09","1807.45","778.69"
"14318","1666","","","","","","","","","","1666","17485 Tennyson Pass","2221","New South Wales","Australia","2003-01-05","78","Yes","Approved","Giant Bicycles","Standard","medium","large","2017-07-20","1765.3","709.48"
"14320","139","","","","","","","","","","139","215 Lindbergh Trail","4401","Queensland","Australia","2010-11-05","66","Yes","Approved","Giant Bicycles","Road","low","small","2017-01-03","590.26","525.33"
"14321","839","","","","","","","","","","839","6841 Dawn Drive","2880","New South Wales","Australia","2003-02-16","49","No","Approved","Trek Bicycles","Road","medium","medium","2017-09-15","533.51","400.13"
"14323","1292","","","","","","","","","","1292","9989 Toban Way","4301","Queensland","Australia","2009-04-12","54","No","Approved","WeareA2B","Standard","medium","medium","2017-08-12","1292.84","13.44"
"14324","2459","","","","","","","","","","2459","975 Annamark Hill","4034","Queensland","Australia","2012-06-04","0","Yes","Approved","Trek Bicycles","Road","medium","medium","2017-11-07","533.51","400.13"
"14326","561","","","","","","","","","","561","4 Graedel Parkway","2560","New South Wales","Australia","2009-03-08","19","Yes","Approved","OHM Cycles","Road","high","large","2017-07-11","12.01","7.21"
"14329","1619","","","","","","","","","","1619","2 Mayfield Alley","2089","New South Wales","Australia","2009-04-12","46","Yes","Approved","Solex","Standard","low","medium","2017-09-06","1289.85","74.51"
"14331","1592","","","","","","","","","","1592","0 Michigan Plaza","2077","New South Wales","Australia","2016-12-06","69","No","Approved","Giant Bicycles","Road","medium","medium","2017-06-26","792.9","594.68"
"14336","1301","","","","","","","","","","1301","392 Ridge Oak Road","4165","Queensland","Australia","2015-10-18","58","No","Approved","OHM Cycles","Standard","medium","medium","2017-04-09","912.52","141.4"
"14338","1807","","","","","","","","","","1807","69555 Dakota Alley","4211","Queensland","Australia","1999-06-23","0","No","Approved","WeareA2B","Standard","medium","medium","2017-01-20","60.34","45.26"
"14339","2552","","","","","","","","","","2552","25 Coleman Circle","2214","New South Wales","Australia","2004-01-16","96","Yes","Approved","WeareA2B","Road","low","small","2017-11-25","1172.78","1043.77"
"14340","938","","","","","","","","","","938","633 Cordelia Alley","3037","Victoria","Australia","2016-11-22","29","Yes","Approved","Norco Bicycles","Road","medium","medium","2017-08-13","543.39","407.54"
"14341","1272","","","","","","","","","","1272","26 Portage Junction","4503","Queensland","Australia","2004-08-07","86","No","Approved","OHM Cycles","Standard","medium","medium","2017-09-09","235.63","125.07"
"14347","2635","","","","","","","","","","2635","13 Dexter Lane","3279","Victoria","Australia","2011-04-16","8","Yes","Approved","Solex","Road","medium","small","2017-10-23","1703.52","1516.13"
"14349","52","","","","","","","","","","52","9 Michigan Terrace","2145","New South Wales","Australia","1995-10-24","64","No","Approved","Trek Bicycles","Standard","medium","large","2017-12-26","1469.44","596.55"
"14358","1853","","","","","","","","","","1853","867 Grim Terrace","3754","Victoria","Australia","2005-12-07","7","Yes","Approved","Trek Bicycles","Road","low","medium","2017-06-14","980.37","234.43"
"14359","3447","","","","","","","","","","3447","82591 Fallview Hill","3021","Victoria","Australia","2010-05-05","11","Yes","Approved","Trek Bicycles","Standard","medium","small","2017-10-08","1775.81","1580.47"
"14364","1749","","","","","","","","","","1749","85 Magdeline Crossing","3149","Victoria","Australia","2011-04-16","28","No","Approved","Solex","Road","medium","small","2017-10-10","1703.52","1516.13"
"14366","3190","","","","","","","","","","3190","10 Hauk Point","3936","Victoria","Australia","2004-08-07","86","No","Approved","OHM Cycles","Standard","medium","medium","2017-07-03","235.63","125.07"
"14367","983","","","","","","","","","","983","3638 Starling Alley","2027","New South Wales","Australia","2012-12-02","2","No","Approved","Solex","Standard","medium","medium","2017-10-29","71.49","53.62"
"14369","2761","","","","","","","","","","2761","8 Anderson Lane","2214","New South Wales","Australia","2016-03-29","29","No","Approved","Norco Bicycles","Road","medium","medium","2017-05-11","543.39","407.54"
"14370","11","","","","","","","","","","11","93405 Ludington Park","3044","Victoria","Australia","2014-03-03","10","No","Approved","WeareA2B","Touring","medium","medium","2017-07-09","1466.68","363.25"
"14371","3290","","","","","","","","","","3290","4171 Beilfuss Street","3153","Victoria","Australia","1999-06-23","0","Yes","Approved","OHM Cycles","Road","high","large","2017-04-11","12.01","7.21"
"14372","1356","","","","","","","","","","1356","1 Bayside Pass","3076","Victoria","Australia","2003-03-18","86","No","Approved","Norco Bicycles","Road","high","large","2017-11-22","774.53","464.72"
"14374","1986","","","","","","","","","","1986","366 International Way","2170","New South Wales","Australia","2003-02-16","50","Yes","Approved","WeareA2B","Standard","medium","small","2017-11-16","175.89","131.92"
"14379","3092","","","","","","","","","","3092","4 Bayside Place","4508","Queensland","Australia","2006-02-02","40","Yes","Approved","OHM Cycles","Standard","high","medium","2017-02-26","1458.17","874.9"
"14381","1149","","","","","","","","","","1149","8 Moland Junction","2148","New South Wales","Australia","2012-06-04","48","Yes","Approved","WeareA2B","Standard","medium","medium","2017-06-25","1762.96","950.52"
"14382","2987","","","","","","","","","","2987","23812 Tony Lane","2036","New South Wales","Australia","2009-03-08","0","No","Approved","Norco Bicycles","Standard","low","medium","2017-03-09","363.01","290.41"
"14386","2581","","","","","","","","","","2581","6 Loomis Trail","2099","New South Wales","Australia","2006-11-10","25","Yes","Approved","Giant Bicycles","Road","medium","medium","2017-04-17","1538.99","829.65"
"14390","1995","","","","","","","","","","1995","62965 Morningstar Junction","4109","Queensland","Australia","2011-05-07","18","Yes","Approved","Solex","Standard","medium","medium","2017-08-27","575.27","431.45"
"14391","1376","","","","","","","","","","1376","64201 Bonner Point","3169","Victoria","Australia","2012-12-02","2","No","Approved","Solex","Standard","medium","medium","2017-07-17","71.49","53.62"
"14394","3318","","","","","","","","","","3318","2 Donald Crossing","2880","New South Wales","Australia","2012-05-18","49","Yes","Approved","Solex","Standard","medium","large","2017-04-01","1061.56","733.58"
"5","787","","","","","","","","","","787","0601 Stephen Place","2292","New South Wales","Australia","2015-08-10","78","Yes","Approved","Giant Bicycles","Standard","medium","large","2017-10-01","1765.3","709.48"
"8","2459","","","","","","","","","","2459","975 Annamark Hill","4034","Queensland","Australia","2009-04-12","15","No","Approved","WeareA2B","Standard","medium","medium","2017-07-15","1292.84","13.44"
"11","1986","","","","","","","","","","1986","366 International Way","2170","New South Wales","Australia","2011-08-29","5","No","Approved","Trek Bicycles","Mountain","low","medium","2017-01-17","574.64","459.71"
"17","2426","","","","","","","","","","2426","4 Becker Center","2145","New South Wales","Australia","2004-08-07","79","No","Approved","Norco Bicycles","Standard","medium","medium","2017-04-03","1555.58","818.01"
"25","2822","","","","","","","","","","2822","99216 Oakridge Hill","3124","Victoria","Australia","1993-04-20","89","No","Approved","WeareA2B","Touring","medium","large","2017-06-11","1362.99","57.74"
"26","2596","","","","","","","","","","2596","33782 Doe Crossing Terrace","2280","New South Wales","Australia","2015-05-21","64","No","Approved","Trek Bicycles","Standard","medium","large","2017-01-10","1469.44","596.55"
"31","2810","","","","","","","","","","2810","453 Gina Avenue","3141","Victoria","Australia","2002-10-10","88","Yes","Approved","Norco Bicycles","Standard","medium","medium","2017-09-05","1198.46","381.1"
"33","1272","","","","","","","","","","1272","26 Portage Junction","4503","Queensland","Australia","2016-02-04","25","No","Approved","Giant Bicycles","Road","medium","medium","2017-03-20","1538.99","829.65"
"42","3398","","","","","","","","","","3398","375 Luster Parkway","2147","New South Wales","Australia","2013-09-16","79","No","Approved","Solex","Touring","medium","large","2017-05-14","2083.94","675.03"
"45","2787","","","","","","","","","","2787","3 Cordelia Place","3018","Victoria","Australia","2015-06-17","55","Yes","Approved","Trek Bicycles","Road","medium","large","2017-06-07","1894.19","598.76"
"46","3053","","","","","","","","","","3053","274 Ludington Trail","2428","New South Wales","Australia","2016-07-09","66","No","Approved","Solex","Standard","medium","medium","2017-06-20","1163.89","589.27"
"47","475","","","","","","","","","","475","781 Dorton Avenue","3012","Victoria","Australia","1994-07-12","35","Yes","Approved","Trek Bicycles","Standard","low","medium","2017-05-07","1057.51","154.4"
"51","3108","","","","","","","","","","3108","1742 Scott Center","4670","Queensland","Australia","2011-01-10","77","No","Approved","Norco Bicycles","Road","medium","large","2017-03-24","1240.31","795.1"
"52","857","","","","","","","","","","857","18 Parkside Plaza","4122","Queensland","Australia","2007-12-11","96","No","Approved","Giant Bicycles","Standard","medium","large","2017-11-27","1635.3","993.66"
"53","3455","","","","","","","","","","3455","757 Debs Avenue","4670","Queensland","Australia","1991-11-07","6","Yes","Approved","OHM Cycles","Standard","high","medium","2017-12-21","227.88","136.73"
